Recipe Name	Image	Materials Needed	Size	Obtained From	Item Sell Price	Recipe Item
Iron frame	https://vignette.wikia.nocookie.net/animalcrossing/images/b/b6/NH-Iron_frame.png/revision/latest?cb=20200329053640	20x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	"Island resident
Message in a bottle"	15,000	
Iron garden bench	https://vignette.wikia.nocookie.net/animalcrossing/images/0/04/NH-Iron_garden_bench.png/revision/latest?cb=20200326035754	8x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	6,000	
Iron garden chair	https://vignette.wikia.nocookie.net/animalcrossing/images/3/3c/NH-Iron_garden_chair.png/revision/latest?cb=20200326035816	3x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Tom Nook after receiving first three housing kits
Message in a bottle"	2,250	
Iron garden table	https://vignette.wikia.nocookie.net/animalcrossing/images/1/18/NH-Iron_garden_table.png/revision/latest?cb=20200326035832	5x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Tom Nook after receiving first three housing kits	3,750	
Iron hanger stand	https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Iron_hanger_stand.png/revision/latest?cb=20200329121752	3x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		2,250	
Iron worktable	https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Iron_worktable.png/revision/latest?cb=20200326035938	10x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	"Island resident
Message in a bottle"	7,500	
Iron shelf	https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/NH-Iron_shelf.png/revision/latest?cb=20200329055314	14x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	10,500	
Ironwood bed	https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/NH-Ironwood_bed.png/revision/latest?cb=20200326040138	20x wood10x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	9,900	
Ironwood cart	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Ironwood_cart.png/revision/latest?cb=20200327141053	6x wood4x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		3,720	
Ironwood chair	https://vignette.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Ironwood_chair.png/revision/latest?cb=20200326215907	3x wood2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	1,860	
Ironwood cupboard	https://vignette.wikia.nocookie.net/animalcrossing/images/0/0b/NH-Ironwood_cupboard.png/revision/latest?cb=20200327140905	12x wood6x iron nugget1x ironwood dresser	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	9,780	
Ironwood DIY workbench	https://vignette.wikia.nocookie.net/animalcrossing/images/2/2e/NH-Ironwood_DIY_workbench.png/revision/latest?cb=20200329061925	12x wood6x iron nugget1x mini DIY workbench	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	8,520	
Ironwood dresser	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Ironwood_dresser.png/revision/latest?cb=20200327093505	7x wood4x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		3,840	✓
Ironwood kitchenette	https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Ironwood_kitchenette.png/revision/latest?cb=20200325181912	4x wood3x iron nugget1x ironwood dresser1x cutting board	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Wildest Dreams DIY	7,560	
Ironwood low table	https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Ironwood_low_table.png/revision/latest?cb=20200326215936	6x wood4x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		3,720	
Ironwood table	https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Ironwood_table.png/revision/latest?cb=20200420051333	12x wood6x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Message in a bottle	5,940	
Jail bars	https://vignette.wikia.nocookie.net/animalcrossing/images/9/92/NH-Jail_bars.png/revision/latest?cb=20200329122756	5x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/NH2.0x0.5sq.jpg/revision/latest?cb=20200324214733	Message in a bottle	3,750	
Juicy-apple TV	https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Juicy-apple_TV.png/revision/latest?cb=20200325181918	10x apple2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Tom Nook after receiving first three housing kits, if the native fruit is apples
Message in a bottle"	3,500	
Kettle bathtub	https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Kettle_bathtub.png/revision/latest?cb=20200329082625	8x iron nugget2x wood1x campfire	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	Message in a bottle	6,270	
Large cardboard boxes	https://vignette.wikia.nocookie.net/animalcrossing/images/f/f5/NH-Large_cardboard_boxes.png/revision/latest?cb=20200327212316	5x cardboard box	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617		300	
Leaf campfire	https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Leaf_campfire.png/revision/latest?cb=20200329082644	3x pine cone5x clump of weeds3x tree branch	NA	Message in a bottle	1,330	
Leaf stool	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Leaf_stool.png/revision/latest?cb=20200329082655	3x maple leaf3x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		1,560	
Lily record player	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Lily_record_player.png/revision/latest?cb=20200329061426	5x white lilies3x iron nugget3x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	3,010	
Log bed	https://vignette.wikia.nocookie.net/animalcrossing/images/7/75/NH-Log_bed.png/revision/latest?cb=20200326051856	30x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Island resident	3,600	
Log bench	https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Log_bench.png/revision/latest?cb=20200326102557	5x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Tom Nook after receiving first three housing kits	600	✓
Log decorative shelves	https://vignette.wikia.nocookie.net/animalcrossing/images/1/1e/NH-Log_decorative_shelves.png/revision/latest?cb=20200328061901	2x log bench3x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	1,560	
Log dining table	https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Log_dining_table.png/revision/latest?cb=20200326102542	15x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Tom Nook after receiving first three housing kits	1,800	
Log extra-long sofa	https://vignette.wikia.nocookie.net/animalcrossing/images/7/71/NH-Log_extra-long_sofa.png/revision/latest?cb=20200328001848	2x log chair	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island Resident	1,920	
Log garden lounge	https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Log_garden_lounge.png/revision/latest?cb=20200325181937	12x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Tom Nook after receiving first three housing kits	1,440	
Log round table	https://vignette.wikia.nocookie.net/animalcrossing/images/0/07/NH-Log_round_table.png/revision/latest?cb=20200326041206	15x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Message in a bottle	1,800	
Log chair	https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/NH-Log_sofa.png/revision/latest?cb=20200325181944	8x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	960	
Log stakes	https://vignette.wikia.nocookie.net/animalcrossing/images/4/45/NH-Log_stakes.png/revision/latest?cb=20200325181951	3x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Unlocked when Tom Nook gives you your first recipes (resident representative only)	360	
Log stool	https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Log_stool.png/revision/latest?cb=20200325181957	4x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Island resident
Message in a bottle"	480	
Lunar lander	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6c/NH-Lunar_lander.png/revision/latest?cb=20200329093236	10x star fragment15x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Celeste	16,250	
Lunar rover	https://vignette.wikia.nocookie.net/animalcrossing/images/c/cc/NH-Lunar_rover.png/revision/latest?cb=20200329093249	10x star fragment10x iron nugget4x old tire	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617		12,580	
Manhole cover	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Manhole_cover.png/revision/latest?cb=20200326040110	3x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Nook Stop (800 Nook Miles)	2,250	
Maple-leaf pond stone	https://vignette.wikia.nocookie.net/animalcrossing/images/2/27/NH-Maple-leaf_pond_stone.png/revision/latest?cb=20200329082718	10x stone3x maple leaf	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		2,700	
Medium cardboard boxes	https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Medium_cardboard_boxes.png/revision/latest?cb=20200327212256	4x cardboard box	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		240	
Mini DIY workbench	https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-Mini_DIY_workbench.png/revision/latest?cb=20200325182011	3x wood3x hardwood3x softwood2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Test Your DIY Skills	2,580	✓
Moon	https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-Moon.png/revision/latest?cb=20200329093310	15x star fragment1x large star fragment	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Celeste	12,500	
Mossy garden rock	https://vignette.wikia.nocookie.net/animalcrossing/images/f/f6/NH-Mossy_garden_rock.png/revision/latest?cb=20200329062454	15xstone15x clump of weeds	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	2,550	
Mountain standee	https://vignette.wikia.nocookie.net/animalcrossing/images/4/49/NH-Mountain_standee.png/revision/latest?cb=20200326040605	4x wood5x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	1,080	
Mum cushion	https://vignette.wikia.nocookie.net/animalcrossing/images/2/27/NH-Mum_cushion.png/revision/latest?cb=20200328162455	8x yellow mums10x clump of weeds	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	440	
Mush lamp	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Mush_lamp.png/revision/latest?cb=20200329091050	1x skinny mushroom5x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		1,600	
Mush log	https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Mush_log.png/revision/latest?cb=20200329091102	2x skinny mushroom1x log stool	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		1,680	
Mush low stool	https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/NH-Mush_low_stool.png/revision/latest?cb=20200329091114	2x round mushroom	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		800	
Mush parasol	https://vignette.wikia.nocookie.net/animalcrossing/images/b/b1/NH-Mush_parasol.png/revision/latest?cb=20200329091124	3x flat mushroom	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617		1,200	
Mush partition	https://vignette.wikia.nocookie.net/animalcrossing/images/4/44/NH-Mush_partition.png/revision/latest?cb=20200329091138	3x skinny mushroom	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		1,800	
Mush table	https://vignette.wikia.nocookie.net/animalcrossing/images/7/71/NH-Mush_table.png/revision/latest?cb=20200329091150	2x flat mushroom6x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617		1,520	
Music stand	https://vignette.wikia.nocookie.net/animalcrossing/images/7/76/NH-Music_stand.png/revision/latest?cb=20200327102149	8x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Island resident
Message in a bottle"	960	
Natural garden chair	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6e/NH-Natural_garden_chair.png/revision/latest?cb=20200325182018	6x hardwood2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Message in a bottle
Tom Nook after receiving first three housing kits"	2,220	
Natural garden table	https://vignette.wikia.nocookie.net/animalcrossing/images/c/c5/NH-Natural_garden_table.png/revision/latest?cb=20200325182023	9x hardwood3x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	"Tom Nook after receiving first three housing kits
Island resident"	3,330	
Natural square table	https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Natural_square_table.png/revision/latest?cb=20200326061656	4x hardwood2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	1,980	
Oil-barrel bathtub	https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Furniture-Oil-barrel_bathtub_Remake_0_0.png/revision/latest?cb=20200414120107	1x oil barrel1x campfire2x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Balloon	655	
Orange end table	https://vignette.wikia.nocookie.net/animalcrossing/images/f/f6/NH-Orange_end_table.png/revision/latest?cb=20200326043425	10x orange4x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Message in a bottle
Tom Nook after receiving first three housing kits, if the native fruit is oranges"	2,480	
Outdoor bath	https://vignette.wikia.nocookie.net/animalcrossing/images/8/85/NH-Outdoor_bath.png/revision/latest?cb=20200327124637	20xstone1x shovel	https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH3.0x3.0sq.jpg/revision/latest?cb=20200324215104	Nook Stop (3,000 Nook Miles)	4,350	
Outdoor picnic set	https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Outdoor_picnic_set.png/revision/latest?cb=20200326102847	10x cherry-blossom petal	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	"Isabelle during morning announcement while talking about cherry blossom season
Balloon"	4,000	
Palm-tree lamp	https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/NH-Palm-tree_lamp.png/revision/latest?cb=20200326061351	4x coconut4x wood4x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	3,280	
Pansy table	https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-Pansy_table.png/revision/latest?cb=20200329061526	5x yellow pansies3x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	760	
Peach chair	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Peach_chair.png/revision/latest?cb=20200326040726	10x peach5x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Tom Nook after receiving first three housing kits, if the native fruit is peaches	2,600	
Pear bed	https://vignette.wikia.nocookie.net/animalcrossing/images/c/c5/NH-Pear_bed.png/revision/latest?cb=20200326040754	10x pear6x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Tom Nook after receiving first three housing kits, if the native fruit is pears	2,720	
Pear wardrobe	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-Pear_wardrobe.png/revision/latest?cb=20200326040805	10x pear5x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Tom Nook after receiving first three housing kits, if the native fruit is pears
Island resident"	2,600	
Pile of leaves	https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Pile_of_leaves.png/revision/latest?cb=20200329102613	3x pine cone5x clump of weeds	NA		1,300	
Pile of zen cushions	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Pile_of_zen_cushions.png/revision/latest?cb=20200423164715	3x zen cushion	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	750	
Pisces lamp	https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/NH-Pisces_lamp.png/revision/latest?cb=20200328084024	3x star fragment2x Pisces fragment2x gold nugget4x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Celeste	22,050	
Plain sink	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/NH-Plain_sink.png/revision/latest?cb=20200325182105	6x wood4x clay1x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Wildest Dreams DIY	2,270	
Plain wooden shop sign	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ad/NH-Plain_wooden_shop_sign.png/revision/latest?cb=20200402060432	6x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	720	
Pond stone	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-Pond_stone.png/revision/latest?cb=20200326040840	10x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	1,500	
Raccoon figurine	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bc/NH-Raccoon_figurine.png/revision/latest?cb=20200407120821	6x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	1,200	
Red-leaf pile	https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Red-leaf_pile.png/revision/latest?cb=20200329082736	3x maple leaf4x clump of weeds	NA	Isabelle during morning announcement while talking about fall season	1,280	
Robot hero	https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Robot_hero.png/revision/latest?cb=20200326043946	1x rocket1x gold armor30x rusted part90x iron nugget10x gold nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH3.0x3.0sq.jpg/revision/latest?cb=20200324215104	Nook Stop (5,000 Nook Miles)	250,000	
Rocket	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Furniture-rocket.png/revision/latest?cb=20200329102914	10x star fragment20x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Celeste wandering island	20,000	
Rocking chair	https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Rocking_chair.png/revision/latest?cb=20200326043737	3x wood5x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Test Your DIY Skills	960	
Rocking horse	https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Rocking_horse.png/revision/latest?cb=20200326043722	5x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	600	
Rose bed	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bb/NH-Rose_bed.png/revision/latest?cb=20200329100337	10x red roses5x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Message in a bottle	1,400	
Satellite	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d6/NH-Satellite.png/revision/latest?cb=20200329102535	10x star fragment15x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Celeste wandering island	16,250	
Sauna heater	https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Sauna_heater.png/revision/latest?cb=20200325182154	6x stone3x iron nugget3x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	3,510	
Scarecrow	https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/NH-Scarecrow.png/revision/latest?cb=20200329100133	5x tree branch5x clump of weeds	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		130	
Scattered papers	https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Scattered_papers.png/revision/latest?cb=20200327135741	1x document stack	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	Island resident	400	
Scorpio lamp	https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/NH-Scorpio_lamp.png/revision/latest?cb=20200328084250	3x star fragment2x Scorpius fragment2x gold nugget5x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Celeste	22,125	
Shell arch	https://vignette.wikia.nocookie.net/animalcrossing/images/0/0e/NH-Shell_arch.png/revision/latest?cb=20200328014846	3x sea snail3x venus comb3x sand dollar3x coral3x giant clam3x cowrie	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH3.0x1.0sq.jpg/revision/latest?cb=20200324214535	Message in a bottle	12,360	
Shell bed	https://vignette.wikia.nocookie.net/animalcrossing/images/2/25/NH-Shell_bed.png/revision/latest?cb=20200327135359	5x giant clam3x clay4x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	"Island resident
Message in a bottle"	10,200	
Shell fountain	https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/NH-Shell_fountain.png/revision/latest?cb=20200326061418	5x giant clam3x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	Message in a bottle	9,450	
Shell partition	https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Shell_partition.png/revision/latest?cb=20200328014946	4x venus comb4x conch	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	8,000	
Shell stool	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Shell_stool.png/revision/latest?cb=20200328015006	5x cowrie	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	600	
Shell table	https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Shell_table.png/revision/latest?cb=20200328015018	7x sand dollar3x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Island resident	2,280	
Signpost	https://vignette.wikia.nocookie.net/animalcrossing/images/8/8a/NH-Signpost.png/revision/latest?cb=20200328235123	2x hardwood3x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		600	
Silo	https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Silo.png/revision/latest?cb=20200327130510	12x iron nugget6x hardwood12x clay12x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Nook Stop(3,000 Nook Miles)	13,920	
Simple DIY workbench	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a9/NH-Simple_DIY_workbench.png/revision/latest?cb=20200325182228	5x hardwood1x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642	"Mail from Nintendo after the first night on the island
Message in a bottle"	1,350	
Simple well	https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/NH-Simple_well.png/revision/latest?cb=20200327075923	15x stone1x flimsy shovel	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Nook Stop (2,000 Nook Miles)	2,850	
